kf_frame_id,top_bow_frame_ids,top_hqbow_frame_ids
556,"",""
559,"",""
558,"",""
561,"",""
565,"",""
563,"",""
567,"",""
569,"",""
571,"622",""
575,"",""
573,"",""
577,"524",""
580,"",""
582,"",""
578,"270,629",""
588,"",""
586,"639,680,411",""
584,"",""
589,"",""
591,"",""
593,"",""
597,"",""
595,"",""
601,"542",""
599,"549",""
603,"",""
605,"",""
606,"540",""
607,"18",""
609,"",""
618,"553",""
616,"533",""
612,"542,779",""
614,"526",""
620,"359,351,153",""
622,"",""
629,"10,578,801",""
844,"10,13,2,5,725,1043,0","10,13,8,16,7,18"
625,"",""
631,"936,685",""
633,"533,520",""
627,"679,501,547",""
635,"453,806",""
637,"745,810",""
639,"586,382,74",""
641,"591,117,450,105",""
645,"556,499,593",""
643,"344,393,359,586",""
647,"545,356,589,522,1082",""
651,"809,487,395,1082",""
649,"453,458",""
654,"533,342,1073,586",""
652,"540,571,414,597",""
656,"97",""
660,"553,375,1099,978",""
658,"349,418,540,44,159",""
662,"540,524,482",""
666,"",""
664,"",""
668,"",""
670,"",""
674,"",""
672,"",""
676,"",""
678,"",""
677,"",""
679,"",""
680,"",""
682,"",""
681,"",""
683,"",""
684,"",""
686,"",""
685,"",""
687,"",""
688,"",""
689,"",""
690,"",""
693,"",""
692,"",""
691,"",""
694,"",""
698,"797",""
711,"584,1016,244,803,222","1055,553"
704,"806,754,789,220,226",""
717,"584,373,806,153,809,41,785",""
725,"13,229,791,797,844",""
721,"805,1043,13",""
728,"806,16,453",""
730,"1037,1086",""
736,"281,683,940,544,1099",""
732,"35,367,527",""
734,"27,538,359,819",""
741,"506,599,391,466,597,46,930",""
739,"811,79,404,607,449",""
743,"799,805,982,176",""
747,"7,834,413,1066,963",""
745,"801,676,940,637",""
749,"676,681,449",""
751,"190",""
754,"704,837",""
757,"809,174,224,682",""
759,"10,573,828",""
761,"5,698",""
763,"",""
765,"5,232,10,1088,1079",""
767,"1076,844",""
769,"220,258",""
771,"1045,649,828",""
773,"491,678",""
774,"930,911,514,333",""
777,"5,178,24,862,135",""
775,"591,848,450,725,854,22",""
779,"279,612,524",""
781,"538,637,625",""
780,"216,10,58",""
785,"222,115,524",""
782,"913,321",""
783,"1082,577",""
789,"704,13,725",""
787,"",""
791,"725",""
793,"124",""
795,"224,694",""
797,"725,13,698",""
799,"258,2",""
803,"902,1050,267",""
801,"1076,745,629",""
805,"13,721,5,725",""
810,"210,637,728",""
809,"757,2,143",""
808,"13,5",""
806,"704,13",""
813,"203,1045,3",""
811,"739,64,514",""
820,"725,349,761,682",""
819,"629,194,734,2,496",""
815,"",""
817,"689,28,276",""
824,"687,704,767,298",""
828,"197,13,0",""
822,"",""
826,"0,418",""
831,"2,16,97,647",""
837,"3,2,5,7,0,226,210,8","3,5,2,0,7"
834,"0,2,3,747","0,2,3"
839,"5,7,3,10,8,625,787","5,3,7,10,2,8"
850,"18,20,404,914,580,411,516","18,20,16,22,13,24,10"
848,"16,459,13,5,775,793,917,681","16,13,18,10,20,22,8"
854,"22,24,20,26,18,224,551,775,969","22,24,20,26,18"
862,"32,27,30,982,777,38,26,1032","32,30,35,28,38,27"
860,"30,28,32,27,580,165,974,643","30,32,28,27,35,38,26"
858,"27,26,28,30,24,540,127,808","27,28,26,30,24,32,22"
867,"35,38,41,969,272,1086,1041,365,32,741","38,35,41,32,44,30"
872,"44,41,371,717,1087,223,276,159,143","44,41,46,38,48,50"
876,"46,44,50,48,516,1096,787,691,680","46,48,44,50,41"
880,"50,52,54,46,793,460,641,281,48","52,50,54,48,56"
885,"56,54,58,61,272,820,183","56,54,58,61,52"
883,"54,52,56,58,398,561,489,28,785","54,56,52,58,61,64"
888,"58,61,56,54,265,567,466,26","58,61,64,56,54"
896,"68,66,70,190,333,721,565","66,64,68,61,74"
894,"66,64,691,68,161,795,393,5","66,64,68,61,70,72"
891,"64,61,58,170,56,535,74","64,61,66,58,68"
902,"72,74,66,81,70,76,803","74,72,76"
899,"70,68,72,66,74,78,354,789","72,70,74,68"
905,"76,78,74,79,72,95,178","76,74,78,72"
907,"78,79,76,81","78,76,79,74"
911,"82,81,78,84,79,86","81,82,84,79,78"
909,"79,81,78,82,76","79,78,81,82"
914,"82,86,84,81","84,86,82,90"
917,"88,86,84,82,81","90,86,88,92"
913,"84,82,81,90","82,84,81,86"
912,"81,82,84,79","82,81,84,79,86"
925,"90,95,92,97,94,99","94,95,92,97,99"
921,"88,92,90,86,94,97","90,92,88,94"
923,"90,94,95,88,97","92,94,95,90,97"
930,"100,94,97,102,99","99,100,102,97"
928,"95,94,97,92","99,100,97"
926,"94,95,97,92,90","99,97,95"
932,"102,99,100,97","102,100,99,104,105"
940,"110,107,104,105,745,149,119","110,107,113,105,115,117"
934,"100,105,102","102,105,104,100,99"
936,"107,105,104,115,631,102","105,107,104,110,102"
943,"110,113,105,115,99,107","110,113,115,117,107,119,105"
950,"119,121,117,115,526,113","119,121,117,124,115"
946,"115,113,117,110,157,504,99","113,115,117,110,119,121"
954,"124,121,107,126,127,105,157","124,121,126,119,127,117,129"
957,"126,127,124,121,681,104,105,578","127,126,124,129,121,131,133"
963,"133,131,135,137,126,747,157,336","133,135,137,131,139,141,143"
960,"129,131,127,133,126,137","131,129,127,133,126,124"
965,"135,137,139,544,143,146,174,813","135,137,133,139,141,143,131"
982,"155,153,157,151,159,607,149,365,862","155,153,157,151,159,161,149"
969,"141,139,137,165,200,143,549,146,357,178","139,141,137,143,135,146,133"
974,"146,151,143,149,1085,174,165,514,79","146,149,151,143,153,141,139"
978,"151,149,153,157,159,155,277,143","149,151,153,146,155,159,157,143"
1016,"194,197,200,190,711,934,90","194,197,190,200,186,203"
1020,"200,203,197,207,190,3,443","200,203,197,194,207,210"
1012,"190,194,186,149,936,1085,269,450","190,186,194,183,197,203,180,200"
986,"159,161,157,163,155,135,912,139,190","159,157,161,163,165,155,167,170"
1000,"176,174,178,172,149,183,163,1079,170,549","176,174,178,172,180,183,170,186,165"
1009,"186,183,190,197,180,224,789,167","186,183,190,194,180,197,200"
1029,"210,207,213,761,749,203,747,432","210,213,207,203,216,200"
1025,"203,200,207,452,210,1086,172,197","203,207,210,200,213,216"
1032,"213,210,216,203,200,787,761,563","213,216,210,218"
1037,"218,216,220,221,730,269,765,330","218,216,220,221,213,222"
1041,"222,221,223,224,220,229,218","222,221,223,220,224,226,229"
1039,"220,223,221,222,218,229,224","220,221,218,222,216,223"
1043,"224,223,222,229,226,221,220","224,226,223,229,222,221"
1050,"232,229,235,226,224","232,229,235,226,238,241"
1045,"226,224,229,223,232,258","229,226,224,232,223,222,235"
1055,"235,238,232,229,241,244","235,238,241,232,244,247,229"
1060,"241,244,238,247,235,251,253","241,244,238,247,251,235,253"
1073,"255,258,253,251,232,226","255,253,258,251,261,247"
1066,"247,244,253,241,251,255,238","247,251,253,244,255,241"
1070,"253,255,251,258,247,232","251,253,255,258,247,261,244"
1076,"258,255,253,226,261,801","258,255,261,253,251"
1079,"261,263,264,251","261,263,264,265,258"
1082,"267,264,265,266,263,261,273","265,266,263,267"
1083,"266,265,267,264,268,270","265,266,267"
1084,"267,266,269,268,265","267,268,266"
1087,"273,271,272,268,270,274","274,270"
1085,"269,270,268,271","267,269"
1086,"270,272,271,267,269","270,269"
1088,"273,272,274,278,267","274,273,272,271"
1090,"276,277,278,274,273,272","276,274,277"
1089,"272,274,273,277,276,271,278","274,276"
1093,"279,277,281,283,276,278","277,279,276,283,278"
1096,"277,276,278,279,1045,283","283,279,278,277,276"
1099,"277,274,271,281,283","283,278,277,276,279"
